Date,Real,Predicitions,Difference
2014-06-01,105.79,105.36995391611919,-0.42004608388081976
2014-07-01,103.59,98.17041343135477,-5.419586568645229
2014-08-01,96.54,95.9600107839227,-0.5799892160773084
2014-09-01,93.21,89.92165697364298,-3.288343026357012
2014-10-01,84.4,80.53966561326875,-3.860334386731253
2014-11-01,75.79,66.14990379738784,-9.64009620261217
2014-12-01,59.29,53.27049578304651,-6.019504216953486
2015-01-01,47.22,48.239914623808595,1.0199146238085959
2015-02-01,50.58,49.760487934058915,-0.8195120659410833
2015-03-01,47.82,47.59968432741971,-0.22031567258029128
2015-04-01,54.45,59.62991972529054,5.179919725290539
2015-05-01,59.27,58.44691297664719,-0.8230870233528123
2015-06-01,59.82,59.46969111210085,-0.3503088878991534
2015-07-01,50.9,47.11992917340729,-3.7800708265927057
2015-08-01,42.87,41.2858289462743,-1.5841710537256972
2015-09-01,45.48,45.09038804712024,-0.38961195287975414
2015-10-01,46.22,46.58975292739712,0.36975292739712273
2015-11-01,42.44,42.92256280530313,0.48256280530313234
2015-12-01,37.19,37.039998429685916,-0.1500015703140818
2016-01-01,31.68,33.62020382242819,1.9402038224281881
2016-02-01,30.32,33.75000346407784,3.430003464077842
2016-03-01,37.55,38.55056528574742,1.0005652857474203
2016-04-01,40.75,45.91973047623785,5.169730476237852
2016-05-01,46.71,49.10027277439061,2.39027277439061
2016-06-01,48.76,48.3300232446993,-0.4299767553007001
2016-07-01,44.65,41.60033292499397,-3.0496670750060275
2016-08-01,44.72,44.69954635508925,-0.02045364491075219
2016-09-01,45.18,48.23976297141842,3.0597629714184222
2016-10-01,49.78,46.86000206497286,-2.9199979350271406
2016-11-01,45.66,49.439733929683115,3.7797339296831183
2016-12-01,51.97,52.44399456115274,0.4739945611527432
2017-01-01,52.5,50.20356178799065,-2.296438212009349
2017-02-01,53.47,54.00988457481143,0.5398845748114312
2017-03-01,49.33,50.600372704710544,1.270372704710546
2017-04-01,51.06,49.3300661588519,-1.7299338411481031
2017-05-01,48.48,48.31953295790574,-0.160467042094254
2017-06-01,45.18,46.04021044592859,0.8602104459285869
2017-07-01,46.63,50.169555822796546,3.539555822796544
2017-08-01,48.04,47.230553082423576,-0.8094469175764232
2017-09-01,49.82,51.67037033207068,1.850370332070682
2017-10-01,51.58,54.37989511289587,2.799895112895875
2017-11-01,56.64,57.39981946755339,0.7598194675533918
2017-12-01,57.88,60.41961996901233,2.5396199690123282
2018-01-01,63.7,64.72987396456864,1.0298739645686368
2018-02-01,62.23,61.63982636686725,-0.5901736331327498
2018-03-01,62.73,64.93970589759705,2.209705897597054
2018-04-01,66.25,68.57011439656004,2.3201143965600437
2018-05-01,69.98,68.11493263855971,-1.8650673614402962
2018-06-01,67.87,68.9946474928629,1.1246474928628913
2018-07-01,70.98,68.76033930332234,-2.219660696677664
2018-08-01,68.06,69.7996992647469,1.7396992647469034
2018-09-01,70.23,68.20580468014947,-2.0241953198505342
2018-10-01,70.75,66.7948688833024,-3.9551311166976006
2018-11-01,56.96,50.93043460960586,-6.02956539039414
2018-12-01,49.52,45.409858042935845,-4.110141957064158
2019-01-01,51.38,53.789740201547275,2.4097402015472724
2019-02-01,54.95,57.21997434637707,2.2699743463770687
2019-03-01,58.15,60.140183295204714,1.9901832952047158
2019-04-01,63.86,63.90958042237352,0.04958042237352345
2019-05-01,60.83,53.500208911024224,-7.3297910889757745
2019-06-01,54.66,54.62186410514148,-0.0381358948585131
2019-07-01,57.35,58.579812750274584,1.2298127502745828
2019-08-01,54.81,55.100523820388155,0.2905238203881524
2019-09-01,56.95,54.069568793428566,-2.880431206571437
2019-10-01,53.96,54.1798309074552,0.21983090745519718
2019-11-01,57.03,55.170206347430884,-1.8597936525691168
2019-12-01,59.88,57.36909986696553,-2.5109001330344753
2020-01-01,57.52,51.55986341541524,-5.96013658458476
2020-02-01,50.54,47.77380027329179,-2.7661997267082086
2020-03-01,29.21,32.50991133219272,3.299911332192721
